latin_name
Erigeron glacialis
Erigeron grandiflorus
Erigeron humilis
Erigeron lanatus
Erigeron leibergii
Erigeron linearis
Erigeron lonchophyllus
Erigeron nivalis
Erigeron ochroleucus
Erigeron pallens
Erigeron peregrinus
Erigeron philadelphicus
Erigeron poliospermus
Erigeron pumilus
Erigeron salishii
Erigeron speciosus
Erigeron strigosus
Erigeron trifidus
Erigeron uniflorus
Erigone aletris
Erigone alsaida
Erigone arctica
Erigone arcticola
Erigone arctophylacis
Erigone atra
Erigone blaesa
Erigone capra
Erigone cristatopalpus
Erigone dentigera
Erigone dentosa
Erigone paradisicola
Erigone psychrophila
Erilepis zonifer
Erinacellus dendroides
Eriocrania semipurpurella
Erioderma sorediatum
Eriogonum androsaceum
Eriogonum flavum
Eriogonum heracleoides
Eriogonum niveum
Eriogonum ovalifolium
Eriogonum pyrolifolium
Eriogonum umbellatum
Eriophorum angustifolium
Eriophorum brachyantherum
Eriophorum callitrix
Eriophorum chamissonis
Eriophorum gracile
Eriophorum scheuchzeri
Eriophorum vaginatum
Eriophorum virginicum
Eriophorum viridicarinatum
Eriophyllum lanatum
Eris militaris
Ernobius gentilis
Ernobius nigrans
Ernobius pallitarsis
Ernobius punctulatus
Ero canionis
Ero leonina
Ero tuberculata
Erodium cicutarium
Erodium moschatum
Eronyxa pallida
Errinopora pourtalesii
Eruca vesicaria
Erucastrum gallicum
Erynephala puncticollis
Eryngium planum
Erynnis afranius
Erynnis icelus
Erynnis pacuvius
Erynnis persius
Erynnis propertius
Erysimum arenicola
Erysimum capitatum
Erysimum cheiranthoides
Erysimum cheiri
Erysimum coarctatum
Erysimum inconspicuum
Erysimum pallasii
Erysiphe penicillata
Erythemis collocata
Erythranthe alsinoides
Erythranthe arvensis
Erythranthe breviflora
Erythranthe breweri
Erythranthe caespitosa
Erythranthe decora
Erythranthe dentata
Erythranthe floribunda
Erythranthe guttata
Erythranthe lewisii
Erythranthe microphylla
Erythranthe moschata
Erythranthe nasuta
Erythranthe patula
Erythranthe ptilota
Erythranthe scouleri
Erythranthe sookensis
Erythranthe suksdorfii
Erythranthe tilingii
Erythricium laetum
Erythronium grandiflorum
Erythronium montanum
Erythronium oregonum
Erythronium revolutum
Eschrichtius robustus
Eschscholzia californica
Esox lucius
Esslingeriana idahoensis
Estigmene acrea
Estrandia grandaeva
Etainia sericopeza
Ethmia albistrigella
Ethmia coquillettella
Ethmia marmorea
Ethmia monticola
Ethobuella tuonops
Ethopolys californicus
Ethopolys spectans
Etiella zinckenella
Euaesthetus pacificus
Euaesthetus pugetensis
Eualus avinus
Eualus barbatus
Eualus berkeleyorum
Eualus biunguis
Eualus butleri
Eualus fabricii
Eualus lineatus
Eualus macrophthalmus
Eualus pusiolus
Eualus subtilis
Eualus suckleyi
Eualus townsendi
Eubalaena japonica
Eubaphe mendica
Eubrachydesmus superus
Eucalantica polita
Eucapnopsis brevicauda
Eucephalus engelmannii
Eucephalus paucicapitatus
Eucera acerba
Eucera actuosa
Eucera cordleyi
Eucera douglasiana
Eucera edwardsii
Eucera frater
Eucera fulvitarsis
Eucera hirsutissima
Eucera hurdi
Eucera virgata
Euceratia castella
Euceratia securella
Euchalcia borealis
Euchlaena johnsonaria
Euchlaena madusaria
Euchlaena marginaria
Euchlaena tigrinaria
Euchloe ausonides
Euchloe creusa
Euchloe lotta
Euchloe naina
Euchromius californicalis
Eucinetus haemorrhoidalis
Eucirroedia pampina
Eucladium verticillatum
Euclidia ardita
Euclidia cuspidea
Eucnecosum brunnescens
Eucnecosum tenue
Euconnus longiceps
Euconulus fulvus
Euconulus praticola
Eucopina bobana
Eucopina ponderosa
Eucopina rescissoriana
Eucopina siskiyouana
Eucopina sonomana
Eucosma alatana
Eucosma altana
Eucosma apacheana
Eucosma artemisiana
Eucosma awemeana
Eucosma columbiana
Eucosma complicana
Eucosma corculana
Eucosma crassana
Eucosma dorsiatomana
Eucosma elongana
Eucosma fasciculatana
Eucosma fertoriana
Eucosma formosana
Eucosma griseocapitana
Eucosma implicata
Eucosma indagatricana
Eucosma indeterminana
Eucosma infimbriana
Eucosma influana
Eucosma kiscana
Eucosma lapidana
Eucosma latens
Eucosma misturana
Eucosma modernana
Eucosma montanana
Eucosma nepotinana
Eucosma occidentalis
Eucosma octopunctana
Eucosma oregonensis
Eucosma pallidarcis
Eucosma pallidicostana
Eucosma parmatana
Eucosma perangustana
Eucosma rupestrana
Eucosma setonana
Eucosma striatana
Eucosma tarandana
Eucosma transversa
Eucosma umbrastriana
Eucosma verna
Eucosma youngi
Eucrada robusta
Eucyrtopogon calcaratus
Eucyrtopogon comantis
Eucyrtopogon diversipilosus
Eucyrtopogon nebulo
Eucyrtopogon punctipennis
Eucyrtopogon spiniger
Eucyrtopogon varipennis
Eudeilinia herminiata
Euderma maculatum
Eudioctria nitida
Eudioctria sackeni
Eudonia albertalis
Eudonia alpina
Eudonia commortalis
Eudonia echo
Eudonia expallidalis
Eudonia leucophthalma
Eudonia rectilinea
Eudonia spaldingalis
Eudonia spenceri
Eudonia torniplagalis
Eudonia vivida
Eudrepanulatrix rectifascia
Eueretagrotis perattentus
Eufidonia convergaria
Eufidonia discospilata
Eugenes fulgens
Euhoplopsyllus glacialis
Euhrychiopsis lecontei
Euhyponomeutoides gracilariella
Eulaira arctoa
Eulaira chelata
Eulaira dela
Eulaira obscura
Eulaira simplex
Eulia ministrana
Eulithis destinata
Eulithis explanata
Eulithis flavibrunneata
Eulithis propulsata
Eulithis testata
Eulithis xylina
Eulogia ochrifrontella
Eumacaria madopata
Eumenes bollii
Eumenes consobrinus
Eumenes crucifera
Eumenes verticalis
Eumetopias jubatus
Eumichthus oedipus
Eumicrotremus orbis
Eumolpianus eumolpi
Eumysia maidella
Euodynerus annulatus
Euodynerus auranus
Euodynerus castigatus
Euodynerus exoglyphus
Euodynerus foraminatus
Euodynerus hidalgo
Euodynerus leucomelas
Euodynerus planitarsis
Euodynerus scudderi
Euodynerus tempiferus
Euonymus occidentalis
Euophrys monadnock
Euopsis granatina
Euopsis pulvinata
Eupatorium cannabinum
Eupentacta pseudoquinquesemita
Eupentacta quinquesemita
Euphagus carolinus
Euphagus cyanocephalus
Euphilotes battoides
Euphorbia cyparissias
Euphorbia esula
Euphorbia glyptosperma
Euphorbia helioscopia
Euphorbia lathyris
Euphorbia maculata
Euphorbia myrsinites
Euphorbia peplus
Euphorbia serpens
Euphorbia serpyllifolia
Euphoria inda
Euphrasia nemorosa
Euphrasia stricta
Euphrasia subarctica
Euphydryas anicia
Euphydryas colon
Euphydryas editha
Euphydryas gillettii
Euphyes vestris
Euphyia intermediata
Eupithecia absinthiata
Eupithecia agnesata
Eupithecia albicapitata
Eupithecia annulata
Eupithecia anticaria
Eupithecia assimilata
Eupithecia behrensata
Eupithecia borealis
Eupithecia bryanti
Eupithecia casloata
Eupithecia columbiata
Eupithecia columbrata
Eupithecia cretaceata
Eupithecia gelidata
Eupithecia gilvipennata
Eupithecia graefii
Eupithecia harrisonata
Eupithecia interruptofasciata
Eupithecia intricata
Eupithecia johnstoni
Eupithecia lachrymosa
Eupithecia lafontaineata
Eupithecia lariciata
Eupithecia longipalpata
Eupithecia maestosa
Eupithecia misturata
Eupithecia multistrigata
Eupithecia mutata
Eupithecia nevadata
Eupithecia nimbicolor
Eupithecia niphadophilata
Eupithecia niveifascia
Eupithecia olivacea
Eupithecia ornata
Eupithecia palpata
Eupithecia perfusca
Eupithecia placidata
Eupithecia pseudotsugata
Eupithecia pusillata
Eupithecia pygmaeata
Eupithecia ravocostaliata
Eupithecia regina
Eupithecia rotundopuncta
Eupithecia satyrata
Eupithecia sharronata
Eupithecia spermaphaga
Eupithecia subcolorata
Eupithecia subfuscata
Eupithecia tenuata
Eupithecia tripunctaria
Eupithecia unicolor
Euplectus duryi
Euplectus idahoensis
Euplectus karstenii
Euplexia benesimilis
Eupsilia devia
Eupsilia fringata
Eupsilia tristigmata
Euptoieta claudia
Eurhinosea flavaria
Eurhynchiastrum pulchellum
Eurhynchium oreganum
Eurhynchium praelongum
Eurois astricta
Eurois nigra
Eurois occulta
Eurrhypara hortulata
Eurybia conspicua
Eurybia merita
Eurybia radulina
Eurybia sibirica
Euryderus grossus
Eurylophella lodi
Eurymycter fasciatus
Euryopis argentea
Euryopis formosa
Euryopis funebris
Euryopis scriptipes
Eurypogon californicus
Eurythmia angulella
Eurythmia spaldingella
Eusergestes similis
Eusomalia lecontei
Eusphalerum californicum
Eusphalerum farrarae
Eusphalerum fenyesi
Eusphalerum grayae
Eusphalerum pothos
Eusphalerum swauki
Euspilotus cribrum
Euspilotus insertus
Euspilotus obductus
Euspilotus scissus
Eustrophopsis confinis
Eustrophus tomentosus
Euthamia graminifolia
Euthamia occidentalis
Eutheia morae
Euthyatira pudens
Euthyatira semicircularis
Eutrema edwardsii
Eutrema salsugineum
Eutrichapion cavifrons
Eutrichapion viciae
Eutricopis nexilis
Eutrochium maculatum
Eutypa flavovirens
Euvacusus coloradanus
Euxoa aberrans
Euxoa adumbrata
Euxoa aequalis
Euxoa agema
Euxoa albipennis
Euxoa altens
Euxoa apopsis
Euxoa atomaris
Euxoa atristrigata
Euxoa auripennis
Euxoa auxiliaris
Euxoa basalis
Euxoa bicollaris
Euxoa biformata
Euxoa bochus
Euxoa brevipennis
Euxoa brunneigera
Euxoa campestris
Euxoa castanea
Euxoa catenula
Euxoa choris
Euxoa cicatricosa
Euxoa cinereopallidus
Euxoa comosa
Euxoa costata
Euxoa dargo
Euxoa declarata
Euxoa difformis
Euxoa divergens
Euxoa edictalis
Euxoa excogita
Euxoa extranea
Euxoa flavicollis
Euxoa furtivus
Euxoa hollemani
Euxoa idahoensis
Euxoa infausta
Euxoa infracta
Euxoa intermontana
Euxoa intrita
Euxoa laetificans
Euxoa lewisi
Euxoa lillooet
Euxoa macleani
Euxoa macrodentata
Euxoa maimes
Euxoa messoria
Euxoa mimallonis
Euxoa mitis
Euxoa munis
Euxoa murdocki
Euxoa nevada
Euxoa nomas
Euxoa nostra
Euxoa obeliscoides
Euxoa oblongistigma
Euxoa occidentalis
Euxoa ochrogaster
Euxoa olivalis
Euxoa olivia
Euxoa pallidimacula
Euxoa pallipennis
Euxoa perexcellens
Euxoa perolivalis
Euxoa perpolita
Euxoa pestula
Euxoa plagigera
Euxoa pleuritica
Euxoa pluralis
Euxoa punctigera
Euxoa quadridentata
Euxoa quebecensis
Euxoa ridingsiana
Euxoa rockburnei
Euxoa rufula
Euxoa satiens
Euxoa satis
Euxoa scotogrammoides
Euxoa septentrionalis
Euxoa servitus
Euxoa setonia
Euxoa shasta
Euxoa silens
Euxoa simona
Euxoa simulata
Euxoa subandera
Euxoa taura
Euxoa terrenus
Euxoa tessellata
Euxoa tristicula
Euxoa tronellus
Euxoa vallus
Euxoa vetusta
Euxoa westermanni
Euxoa wilsoni
Euzophera habrella
Euzophera semifuneralis
Euzophera vinnulella
Evarcha hoyi
Evarcha proszynskii
Evergestis funalis
Evergestis obscuralis
Evergestis pallidata
Evergestis palousalis
Evergestis simulatilis
Evergestis subterminalis
Evergestis vinctalis
Evernia divaricata
Evernia mesomorpha
Evernia perfragilis
Evernia prunastri
Evodinus monticola
Evotus naso
Exapion fuscirostre
Exidia candida
Exidia crenata
Exidia glandulosa
Exidia recisa
Exidia repanda
Exidia saccharina
Exidia zelleri
Exidiopsis calcea
Exidiopsis diversa
Exidiopsis paniculata
Exobasidium burtii
Exobasidium canadense
Exobasidium cordilleranum
Exobasidium dimorphosporum
Exobasidium empetri
Exobasidium hypogenum
Exobasidium phyllodoces
Exobasidium uvae-ursi
Exobasidium vaccinii
Exomella pleuralis
Exoprosopa caliptera
Exoprosopa dorcadion
Exoprosopa doris
Exoprosopa eremita
Exoprosopa fascipennis
Exoteleia dodecella
Exoteleia pinifoliella
Fabia subquadrata
Fabogethes nigrescens
Fabronia pusilla
Fagopyrum esculentum
Falagria dissecta
Falcipennis canadensis
Falco columbarius
Falco mexicanus
Falco peregrinus
Falco rusticolus
Falco sparverius
Falco tinnunculus
Fallapion finitimum
Fallapion pennsylvanicum
Fallopia convolvulus
Farnoldia hypocrita
Farnoldia jurana
Farrea occa
Fayodia gracilipes
Felipes leucopellaeus
Felis catus
Fellhanera bouteillei
Fellhanera subtilis
Fellhaneropsis vezdae
Feltia herilis
Feltia jaculifera
Feltia mollis
Feltia nigrita
Feralia comstocki
Feralia deceptiva
Feralia jocosa
Ferrissia fragilis
Ferrissia rivularis
Festuca altaica
Festuca baffinensis
Festuca brachyphylla
Festuca campestris
Festuca filiformis
Festuca heterophylla
Festuca idahoensis
Festuca minutiflora
Festuca occidentalis
Festuca ovina
Festuca pseudovivipara
Festuca roemeri
Festuca rubra
Festuca saximontana
Festuca subulata
Festuca subuliflora
Festuca trachyphylla
Festuca viridula
Festuca viviparoidea
Festuca washingtonica
Fibricium lapponicum
Fibricium rude
Fibroporia vaillantii
Fibulomyces fusoideus
Fibulomyces mutabilis
Ficaria verna
Filago vulgaris
Filatima abactella
Filatima albicostella
Filatima aulaea
Filatima demissae
Filatima epulatrix
Filatima vaccinii
Filatima xanthuris
Fisherola nuttalli
Fishia discors
Fishia illocata
Fishia yosemitae
Fissidens adianthoides
Fissidens aphelotaxifolius
Fissidens bryoides
Fissidens crispus
Fissidens exilis
Fissidens fontanus
Fissidens grandifrons
Fissidens osmundoides
Fissidens pauperculus
Fissidens ventricosus
Fissurina insidiosa
Flagelloscypha minutissima
Flammulaster carpophilus
Flammulaster erinaceellus
Flammulaster granulosus
Flammulaster muricatus
Flammulina populicola
Flammulina velutipes
Flavocetraria cucullata
Flavocetraria nivalis
Flavoparmelia caperata
Flavoplaca citrina
Flavoplaca marina
Flavoplaca microthallina
Flavopunctelia flaventior
Flavopunctelia soredica
Fleutiauxellus extricatus
Fleutiauxellus manki
Floccularia albolanaripes
Floccularia luteovirens
Floerkea proserpinacoides
Fluminicola fuscus
Foeniculum vulgare
Folsomia bisetosa
Folsomia candida
Folsomia duodecimoculata
Folsomia fimetaria
Folsomia inoculata
Folsomia nivalis
Folsomia quadrioculata
Folsomia sensibilis
Folsomia stella
Fomes fomentarius
Fomes nigrolaccatus
Fomitiporia punctata
Fomitiporia repanda
Fomitiporia robusta
Fomitopsis betulina
Fomitopsis ochracea
Fomitopsis officinalis
Fomitopsis palustris
Fomitopsis pinicola
Fontinalis antipyretica
Fontinalis hypnoides
Fontinalis neomexicana
Forcepia hartmani
Formica accreta
Formica adamsi
Formica aerata
Formica argentea
Formica aserva
Formica curiosa
Formica dakotensis
Formica densiventris
Formica fuliginothorax
Formica fusca
Formica hewitti
Formica integroides
Formica lasioides
Formica manni
Formica microgyna
Formica montana
Formica neoclara
Formica neogagates
Formica neorufibarbis
Formica nepticula
Formica obscuripes
Formica obscuriventris
Formica obtusopilosa
Formica oreas
Formica pacifica
Formica planipilis
Formica podzolica
Formica propinqua
Formica ravida
Formica spatulata
Formica subintegra
Formica subnitens
Formica subpolita
Formica transmontanis
Formica ulkei
Formica vinculans
Formica xerophila
Formicoxenus provancheri
Formicoxenus quebecensis
Fossombronia longiseta
Foveoscapha terracola
Foxella ignota
Fragaria chiloensis
Fragaria vesca
Fragaria virginiana
Fragaria x ananassa ssp. ananassa
Fragaria x ananassa ssp. Cuneifolia
Frangula purshiana
Fratercula cirrhata
Fratercula corniculata
Fraxinus excelsior
Fraxinus latifolia
Fraxinus ornus
Fraxinus pennsylvanica
Frederickus coylei
Frederickus wilburi
Fregata magnificens
Frenesia missa
Friesea alaskella
Friesea cera
Friesea claviseta
Friesea grandis
Friesea millsi
Friesea quinta
Friesea wilkeyi
Fringilla montifringilla
Frisonia picticeps
Fritillaria affinis
Fritillaria camschatcensis
Fritillaria pudica
Frontinella communis
Frullania bolanderi
Frullania californica
Frullania franciscana
Frullania hattoriana
Frullania nisquallensis
Frutidella caesioatra
Frutidella pullata
Fuchsia magellanica
Fulgensia bracteata
Fulgensia desertorum
Fulgensia subbracteata
Fulgidea oligospora
Fulica americana
Fulmarus glacialis
Fumaria muralis
Fumaria officinalis
Fumaria reuteri
Fumibotys fumalis
Funaria hygrometrica
Funaria muhlenbergii
Funiculina sp.
Furcula cinerea
Furcula modesta
Furcula occidentalis
Furcula scolopendrina
Fuscidea aleutica
Fuscidea austera
Fuscidea gothoburgensis
Fuscidea intercincta
Fuscidea kochiana
Fuscidea mollis
Fuscidea praeruptorum
Fuscidea pusilla
Fuscidea recensa
Fuscidea thomsonii
Fuscocephaloziopsis albescens
Fuscocephaloziopsis catenulata
Fuscocephaloziopsis leucantha
Fuscocephaloziopsis lunulifolia
Fuscocephaloziopsis monticola
Fuscocephaloziopsis pleniceps
Fuscopannaria ahlneri
Fuscopannaria aurita
Fuscopannaria cheiroloba
Fuscopannaria confusa
Fuscopannaria coralloidea
Fuscopannaria crustacea
Fuscopannaria cyanolepra
Fuscopannaria incisa
Fuscopannaria laceratula
Fuscopannaria leucostictoides
Fuscopannaria maritima
Fuscopannaria mediterranea
Fuscopannaria pacifica
Fuscopannaria praetermissa
Fuscopannaria ramulina
Fuscoporia ferrea
Fuscoporia ferruginosa
Gabriola dyari
Gabrius appendiculatus
Gabrius bidentatus
Gabrius brevipennis
Gabrius cushmani
Gabrius forcipatus
Gabrius hippisleyae
Gabrius laelaps
Gabrius nigritulus
Gabrius oceanus
Gabrius picipennis
Gabrius punctatellus
Gabrius sallustius
Gabrius seattlensis
Gabrius shulli
Gabrius splendidulus
