code,description,conc_conversion_flag,conc_conversion_value_multiplier,conc_conversion_unit
ug/g dry wt,micrograms per gram dry weight,FALSE,NA,NA
ug/g egg,micrograms per gram egg,FALSE,NA,NA
ug/g eu,micrograms per gram experimental unit,FALSE,NA,NA
ug/g lipid diet,micrograms per gram lipid in diet,FALSE,NA,NA
ug/g media,micrograms per gram media,FALSE,NA,NA
ug/g npro,micrograms per gram nonprotein,FALSE,NA,NA
ug/g om,micrograms per gram organic matter,FALSE,NA,NA
ug/g org,micrograms per gram organism,FALSE,NA,NA
ug/g org x 10+2,micrograms per gram organism multiplied by 10+2,FALSE,NA,NA
ug/g org x 1E2,micrograms per gram organism x 1E2,FALSE,NA,NA
ug/g org/d,micrograms per gram organism per day,FALSE,NA,NA
ug/g org/wk,micrograms per gram organism per week,FALSE,NA,NA
ug/g pellet,micrograms per gram pellet,FALSE,NA,NA
ug/g pro,micrograms per gram protein,FALSE,NA,NA
ug/g pro/mi,micrograms per gram protein per minute,FALSE,NA,NA
ug/g sd,micrograms per gram seed,FALSE,NA,NA
ug/g soil,micrograms per gram soil,FALSE,NA,NA
ug/g wet bdwt,micrograms per gram wet bodyweight,FALSE,NA,NA
ug/g wet diet/d,micrograms per gram wet diet per day,FALSE,NA,NA
ug/g wet media,micrograms per gram wet media,FALSE,NA,NA
ug/g wet soil,micrograms per gram wet soil,FALSE,NA,NA
ug/g wet wt,micrograms per gram wet weight,FALSE,NA,NA
ug/g wet wt TI,micrograms per gram wet weight tissue,FALSE,NA,NA
ug/g wet wt diet,micrograms per gram wet weight diet,FALSE,NA,NA
ug/g/30 min,micrograms per gram per 30 minutes,FALSE,NA,NA
ug/g/d,micrograms per gram per day,FALSE,NA,NA
ug/g/kg bdwt,micrograms per gram per kilogram body weight,FALSE,NA,NA
ug/g/wk,micrograms per gram per week,FALSE,NA,NA
ug/h,micrograms per hour,FALSE,NA,NA
ug/h/100 g,micrograms per hour per 100 grams,FALSE,NA,NA
ug/h/100 ml,micrograms per hour per 100 milliliters,FALSE,NA,NA
ug/kg,micrograms per kilogram,FALSE,NA,NA
ug/kg LD,micrograms per kilogram lipid,FALSE,NA,NA
ug/kg TI,micrograms per kilograms tissue,FALSE,NA,NA
ug/kg bdwt,micrograms per kilogram body weight,FALSE,NA,NA
ug/kg bdwt/d,micrograms per kilogram body weight per day,FALSE,NA,NA
ug/kg bdwt/h,micrograms per kilogram body weight per hour,FALSE,NA,NA
ug/kg bdwt/wk,micrograms per kilogram body weight per week,FALSE,NA,NA
ug/kg diet,microgram per kilogram diet,FALSE,NA,NA
ug/kg dry soil,micrograms per kilogram dry soil,FALSE,NA,NA
ug/kg dry wt org,micrograms per kilogram dry weight organism,FALSE,NA,NA
ug/kg egg,micrograms per kilogram egg,FALSE,NA,NA
ug/kg org,micrograms per kilogram organism,FALSE,NA,NA
ug/kg org/d,micrograms per kilogram organism per day,FALSE,NA,NA
ug/kg soil,micrograms per kilogram soil,FALSE,NA,NA
ug/kg wet media,micrograms per kilogram wet media,FALSE,NA,NA
ug/kg wet wt TI,micrograms per kilogram wet weight tissue,FALSE,NA,NA
ug/kg/d,micrograms per kilogram per day,FALSE,NA,NA
ug/kg/mi,micrograms per kilogram per minute,FALSE,NA,NA
ug/kg/wk,micrograms per kilogram per week,FALSE,NA,NA
ug/l soil,micrograms per liter soil,FALSE,NA,NA
ug/lf,micrograms per leaf,FALSE,NA,NA
ug/m2,micrograms per square meter,FALSE,NA,NA
ug/m3,micrograms per cubic meter,FALSE,NA,NA
ug/mg,micrograms per milligram,FALSE,NA,NA
ug/mg MIT,micrograms per milligram mitochondria,FALSE,NA,NA
ug/mg TI,micrograms per milligram tissue,FALSE,NA,NA
ug/mg bdwt,micrograms per milligram body weight,FALSE,NA,NA
ug/mg diet,micrograms per milligram diet,FALSE,NA,NA
ug/mg org,micrograms per milligram organism,FALSE,NA,NA
ug/mg pro,micrograms per milligram protein,FALSE,NA,NA
ug/mg pro/hr,micrograms per milligram protein per hour,FALSE,NA,NA
ug/mi,micrograms per minute,FALSE,NA,NA
ug/mi/mg pro,micrograms per minute per milligram protein,FALSE,NA,NA
ug/min/ml,micrograms per minute per milliliter,FALSE,NA,NA
ug/ml H2O,micrograms per milliliter water,FALSE,NA,NA
ug/ml diet,micrograms per milliliter diet,FALSE,NA,NA
ug/ml soil,micrograms per milliliter soil,FALSE,NA,NA
ug/org,micrograms per organism,FALSE,NA,NA
ug/org dry wt,micrograms per organism dry weight,FALSE,NA,NA
ug/org/d,micrograms per organism per day,FALSE,NA,NA
ug/org/wk,micrograms per organism per week,FALSE,NA,NA
ug/sample,micrograms per sample,FALSE,NA,NA
ug/tank/wk,micrograms per tank per week,FALSE,NA,NA
ug/ul diet,micrograms per microliter diet,FALSE,NA,NA
ul,microliters,FALSE,NA,NA
ul Eq/ml,microliters equivalents per milliliter,FALSE,NA,NA
ul O2/g/h,microliters O2 per gram per hour,FALSE,NA,NA
ul O2/hr/g,microliters oxygen per hour per gram,FALSE,NA,NA
ul O2/mi/g,microliters oxygen per minute per gram,FALSE,NA,NA
ul diet,microliters diet,FALSE,NA,NA
ul/0.5 m2,microliters per 0.5 square meters,FALSE,NA,NA
ul/1.2 kg soil,microliters per 1.2 kilograms soil,FALSE,NA,NA
ul/10 ml,microliters per 10 milliliters,FALSE,NA,NA
ul/100 g bdwt,microliters per 100 grams body weight,FALSE,NA,NA
ul/100 ml,microliter per 100 milliliter,FALSE,NA,NA
ul/100 ml diet,microliters per 100 milliliters diet,FALSE,NA,NA
ul/160 ml,microliters per 160 milliliters,FALSE,NA,NA
ul/2 ml diet,Microliters per 2 milliliters diet,FALSE,NA,NA
ul/2.7 cm2,microliters per 2.7 square centimeters,FALSE,NA,NA
ul/20 ml,microliter per 20 milliliter,FALSE,NA,NA
ul/200 ml,microliters per 200 milliliters,FALSE,NA,NA
ul/300 ml,microliters per 300 milliliters,FALSE,NA,NA
ul/720 ml,microliter per 720 milliliter,FALSE,NA,NA
ul/L,microliters per liter,FALSE,NA,NA
ul/L diet,microliters per liter diet,FALSE,NA,NA
ul/L soil,microliters per liter soil,FALSE,NA,NA
ul/L/24 h,microliters per liter per 24 hours,FALSE,NA,NA
ul/L/7 h,microliters per liter per 7 hours,FALSE,NA,NA
ul/L/9 h,microliters per liter per 9 hours,FALSE,NA,NA
ul/L/h,microliters per liter per hour,FALSE,NA,NA
ul/beat,microliters per beat,FALSE,NA,NA
ul/beat/kg,microliters per beat per kilogram,FALSE,NA,NA
ul/cm2,microliter per square centimeter,FALSE,NA,NA
ul/d,microliters per day,FALSE,NA,NA
ul/egg,microliter per egg,FALSE,NA,NA
ul/eu,microliters per experimental unit,FALSE,NA,NA
ul/g,microliter per gram,FALSE,NA,NA
ul/g bdwt,microliter per gram body weight,FALSE,NA,NA
ul/g dry soil,microliters per gram dry soil,FALSE,NA,NA
ul/g/d,microliters per gram per day,FALSE,NA,NA
ul/g/h,microliters per gram per hour,FALSE,NA,NA
ul/kg,microliter per kilogram,FALSE,NA,NA
ul/kg bdwt,microliter per kilogram body weight,FALSE,NA,NA
ul/kg diet,microliters per kilogram diet,FALSE,NA,NA
ul/m2,microliters per square meter,FALSE,NA,NA
ul/mg,microliters per milligram,FALSE,NA,NA
ul/ml,microliter per milliliter,FALSE,NA,NA
ul/ml diet,microliters per milliliter diet,FALSE,NA,NA
ul/org,microliter per organism,FALSE,NA,NA
ul/sd,microliters per seed,FALSE,NA,NA
ul3,cubic microliters,FALSE,NA,NA
ulCO2/50 mgTI/10,microliters carbon dioxide per 50 milligrams tissue per 10 minut,FALSE,NA,NA
um,micrometers,FALSE,NA,NA
um/s,micrometers per second,FALSE,NA,NA
um/um2,micrometers per square micrometer,FALSE,NA,NA
um2,square micrometers,FALSE,NA,NA
um3,cubic micrometers,FALSE,NA,NA
um3/cell,cubic micrometers per cell,FALSE,NA,NA
umol,micromoles,FALSE,NA,NA
umol C2H4/g/h,micromoles of ethylene produced per gram per hour,FALSE,NA,NA
umol C2H4/org/h,micromoles of ethylene produced per organism per hour,FALSE,NA,NA
umol CO2/g ch/s,micromoles carbon dioxide per gram chlorophyll per second,FALSE,NA,NA
umol CO2/g/s,micromoles CO2 per gram per second,FALSE,NA,NA
umol CO2/m2/s,micromoles CO2 per square meter per second,FALSE,NA,NA
umol GH/mgpro/m,micromoles reduced glutathione per milligrams protein per minute,FALSE,NA,NA
umol HA/mg pro,micromoles hippuric acid per milligram protein,FALSE,NA,NA
umol NADPH/mg P,micromoles NADPH per milligram protein per minute,FALSE,NA,NA
umol P/g/20 mi,micromol phosphorus per gram per 20 minutes,FALSE,NA,NA
umol P/g/h,micromoles phosphorus per gram per hour,FALSE,NA,NA
umol P/mg pro/h,micromoles phosphorus per milligram protein per hour,FALSE,NA,NA
umol Pbg/h/g,micromoles of porphobilinogen per hour per gram tissue,FALSE,NA,NA
umol Pi/mgp/30 m,micromoles Pi per milligram protein  per 30 minutes,FALSE,NA,NA
umol Pi/mgpro/h,micromoles Pi per milligram protein per hour,FALSE,NA,NA
umol pyv mg p/h,micromoles pyruvate per milligram protein per hour,FALSE,NA,NA
umol/10 g/h,micromoles per 10 grams per hour,FALSE,NA,NA
umol/10 mg/h,micromoles per 10 milligrams per hour,FALSE,NA,NA
umol/100 g,micromoles per 100 grams,FALSE,NA,NA
umol/100 g org,micromoles per 100 grams organism,FALSE,NA,NA
umol/100 ml,micromoles per 100 milliliters,FALSE,NA,NA
umol/L,micromoles per liter,FALSE,NA,NA
umol/TI,micromoles per tissue,FALSE,NA,NA
umol/cm2,micromoles per square centimeter,FALSE,NA,NA
umol/dl/h,micromoles per decaliter per hour,FALSE,NA,NA
umol/dm3,micromoles per cubic decimeter,FALSE,NA,NA
umol/egg,micromoles per egg,FALSE,NA,NA
umol/eu,micromoles per experimental unit,FALSE,NA,NA
umol/g,micromoles per gram,FALSE,NA,NA
umol/g LD,micromoles per gram lipid,FALSE,NA,NA
umol/g TI,micromoles per gram tissue,FALSE,NA,NA
umol/g TI/h,micromoles per gram tissue per hour,FALSE,NA,NA
umol/g ash,micromoles per gram ash,FALSE,NA,NA
umol/g diet,micromoles per gram diet,FALSE,NA,NA
umol/g dry wt,micromoles per gram dry weight,FALSE,NA,NA
umol/g dry wt diet,micromoles per gram dry weight diet,FALSE,NA,NA
umol/g org,micromoles per gram organism,FALSE,NA,NA
umol/g pro/h,micromoles per gram protein per hour,FALSE,NA,NA
umol/g soil,micromoles per gram soil,FALSE,NA,NA
umol/g wet wt,micromoles per gram wet weight,FALSE,NA,NA
umol/g/15 mi,micromoles per gram per 15 minutes,FALSE,NA,NA
umol/g/30 mi,micromoles per gram per 30 minutes,FALSE,NA,NA
umol/g/h,micromoles per gram per hour,FALSE,NA,NA
umol/g/mi,micromoles per gram per minute,FALSE,NA,NA
umol/h/TI,micromoles per hour per tissue,FALSE,NA,NA
umol/h/g TI,micromoles per hour per gram tissue,FALSE,NA,NA
umol/h/g pro,micromols per hour per grams protein,FALSE,NA,NA
umol/h/mg TI,micromols per hour per milligram tissue,FALSE,NA,NA
umol/h/mg pro,micromoles per hour per milligram protein,FALSE,NA,NA
umol/kg,micromoles per kilogram,FALSE,NA,NA
umol/kg LD,micromoles per kilogram lipid,FALSE,NA,NA
umol/kg bdwt,micromoles per kilogram body weight,FALSE,NA,NA
umol/kg dry soil,micromoles per kilogram dry soil,FALSE,NA,NA
umol/kg egg,micromoles per kilogram egg,FALSE,NA,NA
umol/kg media,micromoles per kilogram media,FALSE,NA,NA
umol/kg org,micromoles per kilogram organism,FALSE,NA,NA
umol/kg soil,micromoles per kilogram soil,FALSE,NA,NA
umol/kg wet bdwt,micromoles per kilogram wet body weight,FALSE,NA,NA
umol/kg/d,micromoles per kilogram per day,FALSE,NA,NA
umol/kg/h,micromole per kilogram per hour,FALSE,NA,NA
umol/kg/mi,micromoles per kilogram per minute,FALSE,NA,NA
umol/l RBC/mi,micromoles per liter red blood cells per minute,FALSE,NA,NA
umol/mg pro,micromoles per mg protein,FALSE,NA,NA
umol/mg pro/h,micromoles per mg protein per hour,FALSE,NA,NA
umol/mg pro/mi,micromoles per mg protein per minute,FALSE,NA,NA
umol/mg/15 mi,micromol per milligram per 15 minutes,FALSE,NA,NA
umol/mg/h,micromoles per milligram per hour,FALSE,NA,NA
umol/mg/mi,micromoles per milligram per minute,FALSE,NA,NA
umol/mgpro/20 mi,micromoles per mg protein per 20 minutes,FALSE,NA,NA
umol/mgpro/30 mi,micromoles per mg protein per 30 minutes,FALSE,NA,NA
umol/mi,micromoles per minute,FALSE,NA,NA
umol/mi/g,micromoles per minute per gram,FALSE,NA,NA
umol/mi/g TI,micromoles per minute per gram of tissue,FALSE,NA,NA
umol/mi/l,micromoles per minute per liter,FALSE,NA,NA
umol/mi/mg,micromoles per minute per milligram,FALSE,NA,NA
umol/mi/mg pro,micromoles per minute per mg protein,FALSE,NA,NA
umol/mi/ml,micromoles per minute per milliliter,FALSE,NA,NA
umol/ml,micromoles per milliliter,FALSE,NA,NA
umol/ml/h,micromole per milliliter per hour,FALSE,NA,NA
umol/ml/mi,micromoles per milliliter per minute,FALSE,NA,NA
umol/mol,micromoles per mole,FALSE,NA,NA
umol/mol C,micromoles per mole Carbon,FALSE,NA,NA
umol/org,micromoles per organism,FALSE,NA,NA
umolASCA/mg pro,micromols ascorbic acid per milligram protein,FALSE,NA,NA
umolNH3/1e+6 c/h,micromoles NH3 per 1X10+6 cells per hour,FALSE,NA,NA
umoles/l agar,micromoles per liter agar,FALSE,NA,NA
unit/mg pro/mi,enzyme unit per milligram protein per minute,FALSE,NA,NA
units,units,FALSE,NA,NA
units/g diet,units per gram diet,FALSE,NA,NA
units/l,units per liter,FALSE,NA,NA
units/mg,units per milligram,FALSE,NA,NA
units/mg pro,units per milligram protein,FALSE,NA,NA
units/ml,units per milliliter,FALSE,NA,NA
units/ml RBC,units per milliliter red blood cells,FALSE,NA,NA
v/v,volume per volume,FALSE,NA,NA
wght/lit,weight per litter,FALSE,NA,NA
wk,Week,FALSE,NA,NA
0/00,parts per thousand,TRUE,1000,ppm
AI mg/L,active ingredient milligram per Liter,TRUE,1,mg/L
AI mg/dm3,active ingredient milligrams per cubic decimeter,TRUE,1,mg/L
AI mg/ml,active ingredient milligrams per milliliter,TRUE,1000,mg/L
AI ng/L,active ingredient nanograms per liter,TRUE,1e-6,mg/L
AI ppb,active ingredient parts per billion,TRUE,0.001,ppm
AI ppm,active ingredient parts per million,TRUE,1,ppm
AI ppt,Active ingredient parts per trillion,TRUE,1e-6,ppm
AI ug/L,active ingredient micrograms per Liter,TRUE,0.001,mg/L
AI ug/ml,active ingredient micrograms per milliliter,TRUE,1,mg/L
g/6 L,grams per 6 liters,TRUE,6000,mg/L
g/L,grams per liter,TRUE,1000,mg/L
g/dm3,grams per cubic decimeter,TRUE,1000,mg/L
g/m3,grams per cubic meter,TRUE,1,mg/L
g/ml,grams per milliliter,TRUE,1000000,mg/L
lb/5 gal,pounds per 5 gallons,TRUE,24000,mg/L
lbs/200 gal,pounds per 200 gallons,TRUE,599,mg/L
lbs/50 gal,pounds per 50 gallons,TRUE,2400,mg/L
mg/100 ul,milligrams per 100 microliters,TRUE,10000,mg/L
mg/200 ml,milligrams per 200 milliliters,TRUE,5,mg/L
mg/L,miligram per liter,TRUE,1,mg/L
mg/L media,milligrams per liter media,TRUE,1,mg/L
mg/dm3,milligrams per cubed decimeter,TRUE,1,mg/L
mg/m3,milligrams per cubic meter,TRUE,0.001,mg/L
mg/ml,milligrams per milliliter,TRUE,1000,mg/L
ng/L,nanograms per liter,TRUE,1e-6,mg/L
ng/m3,nanograms per cubic meter,TRUE,1e-9,mg/L
ng/ml,nanograms per milliliter,TRUE,0.001,mg/L
pg/L,picograms per liter,TRUE,1e-9,mg/L
ppb,parts per billion,TRUE,0.001,ppm
ppm,parts per million,TRUE,1,ppm
ppt,parts per trillion,TRUE,1e-6,ppm
pt/30 gal,pints per 30 gallons,TRUE,3470,mg/L
pt/40 gal,pints per 40 gallons,TRUE,2600,mg/L
ug/10 L,micrograms per 10 liters,TRUE,1e-4,mg/L
ug/100 ml,micrograms per 100 milliliters,TRUE,0.01,mg/L
ug/3.5 L,micrograms per 3.5 liters,TRUE,2.86e-4,mg/L
ug/5 ml,micrograms per 5 milliliters,TRUE,0.2,mg/L
ug/L,micrograms per liter,TRUE,0.001,mg/L
ug/cm3,micrograms per cubic centimeter,TRUE,1,mg/L
ug/ml,micrograms per milliliter,TRUE,1,mg/L
ug/mm3,micrograms per cubic millimeter,TRUE,1000,mg/L
ug/ul,micrograms per microliter,TRUE,1000,mg/L
AI g/200 L/ha,active ingredient grams per 200 liters per hectare,FALSE,NA,NA
AI g/hm,active ingredient grams per hectometer,FALSE,NA,NA
AI ml/200 L/ha,active ingredient milliliters per 200 liters per hectare,FALSE,NA,NA
cm3/20 L,cubic centimeters per 20 liters,FALSE,NA,NA
cm3/20 L diet,cubic centimeters per 20 liters diet,FALSE,NA,NA
g/L/org,grams per liter per organism,FALSE,NA,NA
nM/org,nanomolar per organism,FALSE,NA,NA
uMd,micromolar day,FALSE,NA,NA
ug/0.25 ml/org/d,micrograms per 0.25 milliliters per organism per day,FALSE,NA,NA
ug/100 ul/org,micrograms per 100 ul per org,FALSE,NA,NA
ug/g eu/35 ml,micrograms per gram experimental unit per 35 milliliters,FALSE,NA,NA
