UniqueID,Variable,Component,EMS_Code,CAS_number,Use,Media,Type,Days,Samples,Statistic,NarrativeWQG,MethodNotes,Condition,ConditionNotes,PredictedEffectLevel,Direction,Limit,LimitNotes,Units,Status,Reference,Reference Link,Overview Report Link,Technical Document Link
290,Copper,Total,EMS_CU_T,(7440-50-8),Aquatic Life - Marine,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,3,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/copper/bc_copper_wqg_aquatic_life_users_guide.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/copper/bc_copper_wqg_aquatic_life_technical_report.pdf
291,Copper,Total,EMS_CU_T,(7440-50-8),Aquatic Life - Marine,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,2,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/copper/bc_copper_wqg_aquatic_life_users_guide.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/copper/bc_copper_wqg_aquatic_life_technical_report.pdf
292,Copper,Total,EMS_CU_T,(7440-50-8),Drinking Water,Water,Aesthetic Objective,1,1,max,,,,,No Effect,Upper Limit,1,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
293,Copper,Total,EMS_CU_T,(7440-50-8),Wildlife,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,300,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/copper/bc_copper_wqg_aquatic_life_users_guide.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/copper/bc_copper_wqg_aquatic_life_technical_report.pdf
294,Cyanazine,Total,EMS_CYNZ,(21725-46-2),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.5,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
295,Cyanazine,Total,EMS_CYNZ,(21725-46-2),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,10,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
296,Cyanazine,Total,EMS_CYNZ,(21725-46-2),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,2,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
297,Cyanide,Total,EMS_CN_F,(57-12-05),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.2,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
298,Cyanide weak acid dissociable,Total,EMS_0157,(57-12-05),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,,,No Effect,Upper Limit,10,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/cyanide-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/cyanide-tech.pdf
299,Cyanide weak acid dissociable,Total,EMS_0157,(57-12-05),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,5,,ug/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/cyanide-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/cyanide-tech.pdf
300,Cyanobacterial Toxins:  Cyanobacteria,Total,,(NA),Recreation,Water,Primary Contact,1,1,max,,,,,No Effect,Upper Limit,100000,,cells/mL,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
301,Cyanobacterial Toxins: Total Microcystins,Total,,(NA),Drinking Water,Water,Maximum Acceptable Concentration,1,1,max,,,,,No Effect,Upper Limit,0.0015,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
302,Cyanobacterial Toxins:  Microcystins,Total,,(NA),Recreation,Water,Primary Contact,1,1,max,,,,,No Effect,Upper Limit,0.02,,mg/L,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
303,Dehydroabietic acid (DHA),Total,EMS_D052,(1740-19-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 = 5.0,,No Effect,Upper Limit,1,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
304,Dehydroabietic acid (DHA),Total,EMS_D052,(1740-19-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 5.0 & EMS_0004 <=5.5,,No Effect,Upper Limit,2,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
305,Dehydroabietic acid (DHA),Total,EMS_D052,(1740-19-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 5.5 & EMS_0004 <=6.0,,No Effect,Upper Limit,2,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
306,Dehydroabietic acid (DHA),Total,EMS_D052,(1740-19-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 6.0 & EMS_0004 <=6.5,,No Effect,Upper Limit,4,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
307,Dehydroabietic acid (DHA),Total,EMS_D052,(1740-19-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 6.5 & EMS_0004 <=7.0,,No Effect,Upper Limit,8,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
308,Dehydroabietic acid (DHA),Total,EMS_D052,(1740-19-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 7.0 & EMS_0004 <=7.5,,No Effect,Upper Limit,12,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
309,Dehydroabietic acid (DHA),Total,EMS_D052,(1740-19-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 7.5 & EMS_0004 <=8.0,,No Effect,Upper Limit,13,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
310,Dehydroabietic acid (DHA),Total,EMS_D052,(1740-19-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 8.0 & EMS_0004 <=8.5,,No Effect,Upper Limit,14,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
311,Dehydroabietic acid (DHA),Total,EMS_D052,(1740-19-8),Aquatic Life - Freshwater,Water,Short-term acute,1,1,max,,,EMS_0004 > 8.5 & EMS_0004 <= 9.0,,No Effect,Upper Limit,14,,ug/L,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
312,Deltamethrin,Total,EMS_D079,(52918-63-5),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,2.5,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
313,Deltamethrin,Total,EMS_D079,(52918-63-5),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.0004,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
314,Di-(2-ethylhexyl) phthalate (DEHP),Total,EMS_P014,(117-81-7),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,16,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
315,Di-n-butyl phthalate,Total,EMS_P012,(84-74-2),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,2.21,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
316,Di-n-butyl phthalate,Total,EMS_P012,(84-74-2),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,171,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
317,Di-n-butyl tin,Total,EMS_DISN,(Various Compounds),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.08,,ug/L,Working,"Ontario Ministry of Environment and Energy.  1994. Water Management Policies, Guidelines, Provincial Water Quality Objectives of the Ministry of Environment and Energy. 32 p.",,,
318,Di-n-octyl phthalate,Total,EMS_P014,(117-84-0),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.581,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
319,Di-n-octyl phthalate,Total,EMS_P014,(117-84-0),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,451,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
320,"Dibenzo(a,h)anthracene",Total,EMS_PA10,(53-70-3),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00622,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
321,"Dibenzo(a,h)anthracene",Total,EMS_PA10,(53-70-3),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.135,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
322,"Dibenzo(a,h)anthracene",Total,EMS_PA10,(53-70-3),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00622,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
323,"Dibenzo(a,h)anthracene",Total,EMS_PA10,(53-70-3),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.135,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
324,Dibenzofuran,Total,EMS_PA68,(132-64-9),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.151,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
325,Dibenzofuran,Total,EMS_PA68,(132-64-9),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.581,,ug/g,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
326,"Dibutyl phthalate (DBP, di-n-butylphthalate)",Total,EMS_P012,(84-74-2),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,19,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
327,Dicamba,Total,EMS_D032,(1918-00-9),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.006,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
328,Dicamba,Total,EMS_D032,(1918-00-9),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,122,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
329,Dicamba,Total,EMS_D032,(1918-00-9),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,10,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
330,Dichloro-diphenyl-dichloroethane (-DDD),Total,EMS_D025,(72-54-8),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00354,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
331,Dichloro-diphenyl-dichloroethane (-DDD),Total,EMS_D025,(72-54-8),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.00851,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
332,Dichloro-diphenyl-dichloroethane (-DDD),Total,EMS_D025,(72-54-8),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00122,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
333,Dichloro-diphenyl-dichloroethane (-DDD),Total,EMS_D025,(72-54-8),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.00781,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
334,Dichloro-diphenyl-dichloroethene (-DDE),Total,EMS_D023,(72-55-9),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00142,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
335,Dichloro-diphenyl-dichloroethene (-DDE),Total,EMS_D023,(72-55-9),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.00675,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
336,Dichloro-diphenyl-dichloroethene (-DDE),Total,EMS_D023,(72-55-9),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00207,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
337,Dichloro-diphenyl-dichloroethene (-DDE),Total,EMS_D023,(72-55-9),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.374,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
338,Dichloro-diphenyl-trichloroethane ( DDT),Total,EMS_D026,(50-29-3),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00119,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
339,Dichloro-diphenyl-trichloroethane ( DDT),Total,EMS_D026,(50-29-3),Aquatic Life - Freshwater,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.00477,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
340,Dichloro-diphenyl-trichloroethane ( DDT),Total,EMS_D026,(50-29-3),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,No Effect,Upper Limit,0.00119,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
341,Dichloro-diphenyl-trichloroethane ( DDT),Total,EMS_D026,(50-29-3),Aquatic Life - Marine,Sediment,Long-term chronic,1,1,max,,,,,Probable Effect,Upper Limit,0.00477,,ug/g,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
342,Dichlorobromomethane (Bromodichloromethane),Total,EMS_B002,(75-27-4),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,100,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
343,Dichloromethane (Methylene chloride),Total,EMS_M041,(75-09-02),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,50,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
344,Dichloromethane (Methylene chloride),Total,EMS_M041,(75-09-02),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,98.1,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
345,"Dichlorophenoxyacetic acid (2,4-D)",Total,EMS_D041,(94-75-7),Agriculture - Livestock,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,100,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
346,"Dichlorophenoxyacetic acid (2,4-D)",Total,EMS_D041,(94-75-7),Aquatic Life - Freshwater,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,4,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
347,Diclofop-methyl,Total,EMS_D009,(51338-27-3),Agriculture - Irrigation,Water,Long-term chronic,30,5,mean,,,,,No Effect,Upper Limit,0.18,,ug/L,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
